"trial","subject_id","net","vignette","vignette_sex","response_1","response_2","response_3","discrete_response_1","discrete_response_2","discrete_response_3","truth","discrete_answer","neighbor_list","neighbor_avg_1","all_neighbor_list","neighbor_estimates_1","neighbor_avg_2","neighbor_estimates_2"
13082,42184,"Social",1.3,"F",80,40,20,"B","C","C",57,"B","32015,32188",NA,"32015,32006,31994,32188","NA,NA",16.5,"3,30"
13082,42185,"Social",1.3,"F",7,NA,NA,"A",NA,NA,57,"B","32027,32188,31971,32178",7.66666666666667,"32027,32188,31971,32178","7,15,1,NA",20.8666666666667,"NA,16.6,16,30"
13082,42194,"Social",1.3,"F",50,50,16,"C","C","C",57,"B","32017,32189,32186",45,"32017,32198,32189,32186","60,55,20",33,"25,57,17"
13082,42197,"Social",1.3,"F",12,13,14,"C","C","C",57,"B","32215,32016,31973,31971",11.75,"32215,32016,31973,31971","7,10,15,15",15.3333333333333,"NA,11,15,20"
13082,42189,"Social",1.3,"F",20,17,17,"C","C","C",57,"B","32009,32205,32194,32178",27,"32009,32205,32194,32178","NA,1,50,30",32,"NA,16,50,30"
13083,41941,"Social",1.3,"F",14,14,14,"C","C","C",57,"B","32170,32140,31929,32135",16.6666666666667,"32170,32140,31929,32135","10,NA,30,10",27.5,"15,55,30,10"
13083,41937,"Social",1.3,"F",14,14,14,"C","C","C",57,"B","32154,31929,32135",16.6666666666667,"32163,32154,31929,32135","10,30,10",23.3333333333333,"15,30,25"
13083,41894,"Social",1.3,"F",20,20,20,"C","C","C",57,"B","32151,32140,31927,31924",20,"32151,32140,31927,31924","10,10,10,50",24.625,"11,27.5,10,50"
13083,41942,"Social",1.3,"F",15,50,50,"C","B","B",57,"B","32156,32154,32125",15,"32169,32156,32154,32125","10,25,10",16.3333333333333,"10,14,25"
13083,41915,"Social",1.3,"F",60,75,30,"C","C","C",57,"B","32152,31914",15,"32169,32163,32152,31914","25,5",17.5,"25,10"
13083,41922,"Social",1.3,"F",15,7,15,"A","A","B",57,"B","32150,32137,32132,32121",7,"32150,32137,32132,32121","0,6,15,NA",22.75,"0,6,15,70"
13083,41924,"Social",1.3,"F",10,11,12,"C","C","C",57,"B","32170,31929,32132,31894",12,"32170,31929,32132,31894","20,10,NA,6",24,"20,15,55,6"
13083,41927,"Social",1.3,"F",10,27.5,26.25,"C","C","C",57,"B","32152,32151,32144,31894",27.5,"32152,32151,32144,31894","20,35,50,5",26.25,"20,25,50,10"
13083,41929,"Social",1.3,"F",10,15,14,"C","C","C",57,"B","31941,31937,31924,32125",12,"31941,31937,31924,32125","10,14,14,10",12.25,"11,14,14,10"
13083,41934,"Social",1.3,"F",25,20,20,"C","C","C",57,"B","32166,32157,32135,32132",16.25,"32166,32157,32135,32132","6,30,15,14",17.75,"6,30,15,20"
13083,42135,"Social",1.3,"F",30,30,13,"B","B","C",57,"B","31941,31937,32147,31934",16.25,"31941,31937,32147,31934","25,14,14,12",15,"20,14,14,12"
13083,42137,"Social",1.3,"F",15,15,15,"A","A","A",57,"B","32166,31922,31914",18,"32166,32145,31922,31914","25,15,14",17.3333333333333,"25,7,20"
13083,42140,"Social",1.3,"F",10,10,10,"A","A","A",57,"B","31941,32150,32143,31894",18,"31941,32150,32143,31894","20,14,20,NA",31,"20,14,20,70"
13083,42142,"Social",1.3,"F",50,15,20,"C","A","A",57,"B","32154,32144,32127,32119",16.25,"32154,32144,32127,32119","35,5,15,10",21.25,"25,20,15,25"
13083,42143,"Social",1.3,"F",20,20,NA,"C","C",NA,57,"B","32164,32147,32140,32127",13,"32164,32147,32140,32127","15,10,12,15",13,"15,10,12,15"
13083,42144,"Social",1.3,"F",35,25,15,"C","B","B",57,"B","32157,32142,31927",25,"32157,32145,32142,31927","10,50,15",19.1666666666667,"27.5,15,15"
13083,41914,"Social",1.3,"F",25,25,NA,"A","A",NA,57,"B","32137,32130,31915",28.3333333333333,"32169,32137,32130,31915","60,10,15",31.6666666666667,"75,5,15"
13083,42148,"Social",1.3,"F",6,13.3,13.33,"C","A","A",57,"B","32164,32157,32125",13.3333333333333,"32164,32157,32145,32125","10,15,15",13.3333333333333,"10,15,15"
13083,42150,"Social",1.3,"F",NA,70,70,NA,"C","C",57,"B","32140,31922,32121,32119",7.5,"32140,31922,32121,32119","15,5,0,10",9.25,"7,20,0,10"
13083,42151,"Social",1.3,"F",50,50,45,"C","C","C",57,"B","31927,32121,32120,31894",20,"31927,32121,32120,31894","20,10,50,0",26.875,"20,27.5,60,0"
13083,42152,"Social",1.3,"F",5,10,14,"A","C","C",57,"B","32147,31927,32125,31915",23,"32147,31927,32125,31915","60,10,10,12",31.125,"75,27.5,10,12"
13083,42153,"Social",1.3,"F",12,12,15,"C","C","C",57,"B","32175,32170",10,"32175,32170,32169,32163","NA,10",33.5,"55,12"
13083,42154,"Social",1.3,"F",10,25,30,"B","B","B",57,"B","31942,31937,32147,32142",22.75,"31942,31937,32147,32142","14,15,50,12",22.75,"14,50,15,12"
13083,42156,"Social",1.3,"F",25,14,14,"A","B","B",57,"B","32175,32166,31942,32127",13.5,"32175,32166,31942,32127","15,10,15,14",24.25,"50,12,15,20"
13083,42157,"Social",1.3,"F",15,15,16,"C","C","C",57,"B","32148,31934,32144,32119",17.75,"32148,31934,32144,32119","25,35,5,6",19.575,"20,25,20,13.3"
13083,42164,"Social",1.3,"F",15,15,15,"C","C","C",57,"B","32166,32148,32143",13.3333333333333,"32166,32163,32148,32143","20,6,14",17.7666666666667,"20,13.3,20"
13083,42166,"Social",1.3,"F",14,20,15,"C","C","A",57,"B","32164,32156,31934,32137",20,"32164,32156,31934,32137","25,15,25,15",16,"20,15,14,15"
13083,42170,"Social",1.3,"F",NA,55,55,NA,"C","C",57,"B","31941,32153,31924,32120",21.5,"31941,32153,31924,32120","10,14,50,12",24.25,"11,14,60,12"
13083,42175,"Social",1.3,"F",10,12,14,"C","B","C",57,"B","32156,32153,32130",15.6666666666667,"32156,32153,32145,32130","10,25,12",10.3333333333333,"5,14,12"
13083,42147,"Social",1.3,"F",12,12,14,"C","C","C",57,"B","32154,32152,32143,32135",16.25,"32154,32152,32143,32135","30,20,5,10",21.25,"30,20,10,25"
13083,42119,"Social",1.3,"F",5,20,25,"A","A","A",57,"B","32157,32150,32142,32130",25,"32157,32150,32142,32130","10,50,NA,15",26.25,"5,15,70,15"
13083,42120,"Social",1.3,"F",50,60,50,"C","C","C",57,"B","32170,32151,32132,32127",23.6666666666667,"32170,32151,32132,32127","NA,15,6,50",31.5,"55,15,6,50"
13083,42121,"Social",1.3,"F",0,0,0,"A","A","A",57,"B","32151,32150,32130,31922",25,"32151,32150,32130,31922","15,10,50,NA",33,"7,5,50,70"
13083,42125,"Social",1.3,"F",10,10,15,"C","C","C",57,"B","31942,32152,32148,31929",9,"31942,32152,32148,31929","10,15,6,5",22.075,"15,50,13.3,10"
13083,42127,"Social",1.3,"F",15,15,15,"B","C","C",57,"B","32156,32143,32142,32120",36.25,"32156,32143,32142,32120","50,50,20,25",27.25,"60,15,20,14"
13083,42130,"Social",1.3,"F",10,5,5,"C","A","A",57,"B","32175,31914,32121,32119",10,"32175,31914,32121,32119","25,10,5,0",14.25,"25,12,20,0"
13083,42132,"Social",1.3,"F",6,6,6,"A","A","A",57,"B","31934,31924,31922,32120",25,"31934,31924,31922,32120","15,10,25,50",24.5,"7,11,20,60"
13212,42727,"Social",1.1,"F",60,5,15,"C","C","C",14,"C","33683,33673,33441",25,"33683,33673,33441,33425","10,50,15",28.5,"7,50,NA"
13212,42728,"Social",1.1,"F",0.1,10,10,"C","C","A",14,"C","33676,33673,33461,33393",18.75,"33676,33673,33461,33393","10,20,10,35",13,"7,20,10,15"
13212,42729,"Social",1.1,"F",14,14,14,"C","C","C",14,"C","33682,33673,33637,33463",28.75,"33682,33673,33637,33463","10,15,75,15",16.75,"7,15,30,15"
13212,43566,"Social",1.1,"F",57,50,50,"A","A","A",14,"C","33690,33651,33518,33462",45,"33690,33651,33518,33462","60,NA,60,15",43.3333333333333,"55,NA,55,20"
13212,43673,"Social",1.1,"F",10,7,20,"B","B","B",14,"C","32729,32728,32727,33689",31.025,"32729,32728,32727,33689","60,0.1,14,50",19.75,"5,10,14,50"
13212,43676,"Social",1.1,"F",20,20,15,"B","B","B",14,"C","32728,33518,33468",40.05,"32728,33518,33481,33468","0.1,80,NA",10.55,"10,11.1,NA"
13212,43681,"Social",1.1,"F",12.5,14,1,"C","C","B",14,"C","33683,33663,33651,33531",33.25,"33683,33663,33651,33531","50,10,60,13",46.125,"50,32,55,47.5"
13212,43682,"Social",1.1,"F",15,15,16,"C","A","A",14,"C","32729,33692,33683,33462",29.75,"32729,33692,33683,33462","14,50,40,15",31,"14,50,40,20"
13212,43683,"Social",1.1,"F",50,50,50,"A","A","A",14,"C","32727,33682,33681,33449",36.875,"32727,33682,33681,33449","60,12.5,15,60",16,"5,14,15,30"
13212,43686,"Social",1.1,"F",15,50,15,"A","A","A",14,"C","33661,33649,33634,33339",30.25,"33661,33649,33634,33339","60,40,16,5",22.375,"50,10,14.5,15"
13212,43185,"Social",1.1,"F",20,35,25,"C","C","C",14,"C","33667,33518,33467,33461",31.6666666666667,"33667,33518,33467,33461","60,NA,10,25",25,"30,NA,10,35"
13212,43690,"Social",1.1,"F",60,55,55,"A","A","A",14,"C","33692,33689,33661,33566",40.75,"33692,33689,33661,33566","57,40,16,50",38.625,"50,40,14.5,50"
13212,43692,"Social",1.1,"F",40,40,40,"A","A","A",14,"C","33690,33682,33649,33470",22.5,"33690,33682,33649,33470","15,60,10,5",28.75,"15,55,30,15"
13212,43531,"Social",1.1,"F",10,32,20,"C","B","B",14,"C","33681,33634,33462,33339",31.875,"33681,33634,33462,33339","12.5,60,40,15",23.5,"14,50,10,20"
13212,43666,"Social",1.1,"F",NA,30,16.6,NA,"A","C",14,"C","33518,33460,33402,33339",30.6666666666667,"33518,33460,33402,33339","NA,40,50,2",11.6666666666667,"NA,10,10,15"
13212,43634,"Social",1.1,"F",60,50,45,"B","B","B",14,"C","33686,33637,33531,33467",40,"33686,33637,33531,33467","15,10,75,60",35.5,"50,32,30,30"
13212,43637,"Social",1.1,"F",75,30,20,"A","A","A",14,"C","32729,33661,33634,33470",25,"32729,33661,33634,33470","14,60,16,10",27.125,"14,50,14.5,30"
13212,43467,"Social",1.1,"F",60,30,15,"C","C","C",14,"C","33669,33667,33634,33185",38.75,"33669,33667,33634,33185","20,60,25,50",42.5,"35,50,35,50"
13212,43468,"Social",1.1,"F",80,11.1,16.6,"A","A","A",14,"C","33676,33663,33651,33649",24.5,"33676,33663,33651,33649","20,60,13,5",34.375,"20,55,47.5,15"
13212,43518,"Social",1.1,"F",NA,NA,NA,NA,NA,NA,14,"C","33676,33666,33566,33185",32.3333333333333,"33676,33666,33566,33185","57,20,20,NA",33.75,"50,20,35,30"
13212,43339,"Social",1.1,"F",40,10,30,"C","C","C",14,"C","33686,33666,33531,33463",13.3333333333333,"33686,33666,33531,33463","15,10,NA,15",31.75,"50,32,30,15"
13212,43441,"Social",1.1,"F",15,NA,16,"A",NA,"C",14,"C","32727,33689,33669",53.3333333333333,"32727,33689,33669,33425","60,50,50",35,"5,50,50"
13212,43651,"Social",1.1,"F",60,55,55,"A","A","A",14,"C","33681,33669,33566,33468",49.875,"33681,33669,33566,33468","57,12.5,80,50",31.275,"50,14,11.1,50"
13212,43461,"Social",1.1,"F",10,10,10,"B","B","B",14,"C","32728,33466,33185",6.7,"32728,33481,33466,33185","0.1,20,0",18.3333333333333,"10,35,10"
13212,43661,"Social",1.1,"F",16,14.5,14,"A","A","C",14,"C","33690,33686,33637,33449",52.5,"33690,33686,33637,33449","15,60,75,60",41.25,"50,55,30,30"
13212,43460,"Social",1.1,"F",50,10,15,"C","C","C",14,"C","33666,33470,33466,33402",4,"33666,33470,33466,33402","NA,0,2,10",21.25,"30,10,15,30"
13212,43663,"Social",1.1,"F",13,47.5,25.03,"A","A","A",14,"C","33689,33681,33468",47.5,"33689,33681,33481,33468","12.5,80,50",25.0333333333333,"14,11.1,50"
13212,43466,"Social",1.1,"F",0,10,10,"B","B","B",14,"C","33649,33461,33460,33393",25,"33649,33461,33460,33393","10,50,5,35",12.5,"10,10,15,15"
13212,43667,"Social",1.1,"F",25,35,15,"B","C","B",14,"C","33467,33402,33393,33185",29.25,"33467,33402,33393,33185","20,60,2,35",23.75,"35,30,15,15"
13212,43669,"Social",1.1,"F",50,50,42,"C","A","A",14,"C","33651,33467,33449,33441",48.75,"33651,33467,33449,33441","60,15,60,60",38.3333333333333,"30,NA,55,30"
13212,43402,"Social",1.1,"F",2,15,15,"B","C","C",14,"C","33667,33666,33463,33460",30,"33667,33666,33463,33460","NA,50,25,15",22.5,"30,10,35,15"
13212,43449,"Social",1.1,"F",60,30,40,"C","C","C",14,"C","33683,33669,33661",38.6666666666667,"33683,33669,33661,33481","50,16,50",38.1666666666667,"50,14.5,50"
13212,43470,"Social",1.1,"F",10,30,30,"B","C","C",14,"C","33692,33637,33460",55,"33692,33637,33460,33425","40,75,50",26.6666666666667,"40,30,10"
13212,43649,"Social",1.1,"F",5,15,15,"B","C","C",14,"C","33692,33686,33468,33466",33.75,"33692,33686,33468,33466","15,40,80,0",27.775,"50,40,11.1,10"
13212,43689,"Social",1.1,"F",50,50,50,"C","C","C",14,"C","33690,33673,33663,33441",24.5,"33690,33673,33663,33441","10,60,15,13",36.5,"7,55,NA,47.5"
13212,43463,"Social",1.1,"F",15,15,15,"A","A","A",14,"C","32729,33402,33339",18.6666666666667,"32729,33425,33402,33339","14,40,2",13,"14,10,15"
13212,43462,"Social",1.1,"F",15,20,20,"B","B","B",14,"C","33682,33566,33531,33393",29.25,"33682,33566,33531,33393","57,15,10,35",28,"50,15,32,15"
13212,43393,"Social",1.1,"F",35,15,20,"C","C","C",14,"C","32728,33667,33466,33462",10.025,"32728,33667,33466,33462","0.1,0,25,15",18.75,"10,10,35,20"
13253,43019,"Social",1.1,"F",55,30,40,"C","C","C",14,"C","32988,32956,32929",28.6666666666667,"33016,32988,32956,32929","70,10,6",31.6666666666667,"65,15,15"
13253,42956,"Social",1.1,"F",70,65,50,"A","C","C",14,"C","33019,32921",65,"33019,32993,32928,32921","55,75",45,"30,60"
13253,42921,"Social",1.1,"F",75,60,55,"C","C","C",14,"C","32956,32917,32915,32900",58.3333333333333,"32956,32917,32915,32900","70,15,NA,90",49.25,"65,22,20,90"
13253,42964,"Social",1.1,"F",50,65,60,"C","A","A",14,"C","32985,32974,32945",60,"32985,32974,32945,32928","80,NA,40",26,"NA,12,40"
13253,42948,"Social",1.1,"F",4.4,35,16.6,"C","C","C",14,"C","32949,32935,32924",34,"32993,32949,32935,32924","2,40,60",22.5,"NA,10,35"
13253,42933,"Social",1.1,"F",NA,17,17,NA,"C","C",14,"C","32982,32971,32945,32897",26,"32982,32971,32945,32897","30,NA,40,8",21.75,"22,10,40,15"
13253,42982,"Social",1.1,"F",30,22,40,"C","C","A",14,"C","33023,32933,32931",20.5,"33023,32933,32931,32928","NA,25,16",34.6666666666667,"17,42,45"
13253,42985,"Social",1.1,"F",80,NA,40,"C",NA,"A",14,"C","32989,32967,32964,32935",45,"32989,32967,32964,32935","50,60,20,50",41.25,"65,35,20,45"
13253,42905,"Social",1.1,"F",70,60,60,"A","A","A",14,"C","32972,32971,32920,32915",13.3333333333333,"32972,32971,32920,32915","15,9,NA,16",19.5,"22,30,10,16"
13253,42949,"Social",1.1,"F",2,NA,1.7,"B",NA,"B",14,"C","33032,32965,32948,32929",18.85,"33032,32965,32948,32929","4.4,60,6,5",36.6666666666667,"35,60,15,NA"
13253,42909,"Social",1.1,"F",10,0,1,"B","B","B",14,"C","33022,33008,32974,32908",19.9,"33022,33008,32974,32908","50,NA,8,1.7",10.4,"5,12,8,16.6"
13253,42910,"Social",1.1,"F",20,15,15,"C","B","B",14,"C","32989,32974,32965,32931",35,"32989,32974,32965,32931","25,NA,20,60",33.5,"42,12,20,60"
13253,42915,"Social",1.1,"F",15,22,15,"C","C","C",14,"C","32971,32929,32921,32905",50.3333333333333,"32971,32929,32921,32905","75,70,NA,6",36.25,"60,60,10,15"
13253,42920,"Social",1.1,"F",9,30,12,"C","C","C",14,"C","33032,32908,32905,32898",32.5,"33032,32908,32905,32898","70,50,5,5",22.3333333333333,"60,5,2,NA"
13253,42918,"Social",1.1,"F",6,18,18,"A","C","C",14,"C","32988,32945,32935,32900",36.6666666666667,"32988,32945,32935,32900","60,40,10,NA",27.5,"35,40,15,20"
13253,42971,"Social",1.1,"F",NA,10,15,NA,"B","C",14,"C","32933,32915,32905,32898",30,"32933,32915,32905,32898","NA,70,15,5",25.25,"17,60,22,2"
13253,42924,"Social",1.1,"F",40,10,15,"C","A","A",14,"C","32974,32972,32948,32897",9.46666666666667,"32974,32972,32948,32897","4.4,NA,16,8",19.5,"35,12,16,15"
13253,42908,"Social",1.1,"F",50,5,10,"C","C","B",14,"C","33022,32929,32920,32909",6.675,"33022,32929,32920,32909","10,9,1.7,6",15.4,"0,30,16.6,15"
13253,42931,"Social",1.1,"F",25,42,42,"C","C","A",14,"C","32982,32967,32917,32910",47.5,"32982,32967,32917,32910","30,20,50,90",43,"22,15,45,90"
13253,42974,"Social",1.1,"F",NA,12,12,"C","C","C",14,"C","32964,32924,32910,32909",30,"32964,32924,32910,32909","50,10,20,40",22.5,"65,0,15,10"
13253,42898,"Social",1.1,"F",5,2,15,"C","C","A",14,"C","32971,32935,32920",34.5,"32993,32971,32935,32920","9,NA,60",25,"30,10,35"
13253,42935,"Social",1.1,"F",60,35,20,"C","C","C",14,"C","32985,32948,32918,32898",23.85,"32985,32948,32918,32898","4.4,80,6,5",18.3333333333333,"35,NA,18,2"
13253,42945,"Social",1.1,"F",40,40,40,"C","C","C",14,"C","32964,32933,32918",28,"33016,32964,32933,32918","50,NA,6",33.3333333333333,"65,17,18"
13253,42989,"Social",1.1,"F",20,20,18,"A","A","A",14,"C","33022,32988,32985,32910",27.925,"33022,32988,32985,32910","80,20,10,1.7",15.5333333333333,"NA,15,15,16.6"
13253,42988,"Social",1.1,"F",10,15,15,"C","C","C",14,"C","33032,33019,32989,32918",21.5,"33032,33019,32989,32918","55,6,20,5",22.6666666666667,"30,18,20,NA"
13253,43008,"Social",1.1,"F",8,8,9,"B","B","B",14,"C","32976,32967,32909",25,"33016,32976,32967,32909","10,50,15",18.3333333333333,"0,45,10"
13253,42965,"Social",1.1,"F",60,60,60,"C","C","C",14,"C","32949,32910",11,"33016,32993,32949,32910","2,20",15,"NA,15"
13253,43023,"Social",1.1,"F",16,45,40,"A","A","A",14,"C","32982,32976,32917,32900",45,"32982,32976,32917,32900","30,15,NA,90",35.5,"22,10,20,90"
13253,42967,"Social",1.1,"F",50,45,45,"C","C","C",14,"C","33008,32985,32931",37.6666666666667,"33008,32985,32931,32928","80,25,8",25,"NA,42,8"
13253,43022,"Social",1.1,"F",1.7,16.6,16.6,"C","C","C",14,"C","32989,32976,32909,32908",23.75,"32989,32976,32909,32908","10,50,20,15",8.75,"0,5,20,10"
13253,42929,"Social",1.1,"F",6,15,14,"C","C","C",14,"C","33019,32949,32915,32908",30.5,"33019,32949,32915,32908","55,2,15,50",19,"30,NA,22,5"
13253,42976,"Social",1.1,"F",15,10,10,"C","C","C",14,"C","33032,33023,33022,33008",7.675,"33032,33023,33022,33008","8,16,1.7,5",23.2,"8,45,16.6,NA"
13253,42972,"Social",1.1,"F",16,16,16,"C","A","A",14,"C","32924,32905,32900,32897",39.3333333333333,"32924,32905,32900,32897","70,40,NA,8",26.25,"60,10,20,15"
13253,42900,"Social",1.1,"F",NA,20,15,"A","B","B",14,"C","33023,32972,32921,32918",28.25,"33023,32972,32921,32918","75,6,16,16",34.75,"60,18,45,16"
13253,43032,"Social",1.1,"F",5,NA,NA,"C",NA,NA,14,"C","32988,32976,32949,32920",9,"32988,32976,32949,32920","2,9,10,15",18.3333333333333,"NA,30,15,10"
13253,42917,"Social",1.1,"F",90,90,90,"A","A","A",14,"C","33023,32931,32921,32897",31,"33023,32931,32921,32897","75,25,16,8",40.5,"60,42,45,15"
13253,42897,"Social",1.1,"F",8,15,NA,"B","A",NA,14,"C","32972,32933,32924,32917",48.6666666666667,"32972,32933,32924,32917","NA,40,16,90",33.25,"17,10,16,90"
13254,43821,"Social",1.1,"F",NA,13,13,NA,"C","C",14,"C","34021,34146,34130,34228",29.6666666666667,"34021,34146,34130,34228","NA,25,14,50",16.6666666666667,"10,NA,0,40"
13254,43837,"Social",1.1,"F",17.9,12,12,"C","B","B",14,"C","34129,34107,34247,34232",9.5,"34129,34107,34247,34232","1,14,8,15",13.825,"12,14,13.3,16"
13254,44021,"Social",1.1,"F",50,40,16,"A","A","C",14,"C","33832,33821,34134,34243",10,"33832,33821,34134,34243","15,NA,5,10",19.5,"25,13,20,20"
13254,44006,"Social",1.1,"F",50,25,25,"C","C","C",14,"C","34131,34104,34111",28.3333333333333,"34131,34104,34111,34056","57,16,12",29.3333333333333,"56,18,14"
13254,44008,"Social",1.1,"F",12,NA,14,"C",NA,"C",14,"C","34104,34103,34130,34225",38,"34104,34103,34130,34225","NA,12,57,45",23.25,"10,12,56,15"
13254,44087,"Social",1.1,"F",2,5,4,"C","C","C",14,"C","34129,34072,34247,34243",14.75,"34129,34072,34247,34243","14,15,10,20",15,"14,16,20,10"
13254,44111,"Social",1.1,"F",16,18,18,"C","C","C",14,"C","33832,34006,34108,33921",23.75,"33832,34006,34108,33921","15,20,50,10",21.6666666666667,"25,15,25,NA"
13254,43833,"Social",1.1,"F",NA,20,15,NA,"C","C",14,"C","33832,34160,34146,34071",21,"33832,34160,34146,34071","15,14,50,5",12.75,"25,0,16,10"
13254,43835,"Social",1.1,"F",20,15,15,"B","B","C",14,"C","33779,34107,34239,34237",17,"33779,34107,34239,34237","13,1,14,40",17.75,"13,12,16,30"
13254,44108,"Social",1.1,"F",20,15,12,"C","C","C",14,"C","34129,34080,34111,34225",22.5,"34129,34080,34111,34225","14,15,45,16",18,"14,25,15,18"
13254,44071,"Social",1.1,"F",5,10,3,"C","C","C",14,"C","33833,34134,34246,34237",23,"33833,34134,34246,34237","14,50,5,NA",17.75,"16,15,20,20"
13254,44243,"Social",1.1,"F",10,20,25,"C","C","C",14,"C","33779,34104,34021,34087",30.5,"33779,34104,34021,34087","2,13,57,50",28.5,"5,13,56,40"
13254,44246,"Social",1.1,"F",50,15,15,"C","C","C",14,"C","34080,34071,34236",7.66666666666667,"34080,34071,33978,34236","15,3,5",18.3333333333333,"25,20,10"
13254,44130,"Social",1.1,"F",NA,10,10,NA,"A","A",14,"C","33821,34134,34110,34008",22.3333333333333,"33821,34134,34110,34008","NA,50,5,12",17.6666666666667,"13,20,20,NA"
13254,44129,"Social",1.1,"F",14,14,14,"C","C","C",14,"C","33837,34108,34087",13.3,"33837,34108,34087,34056","2,20,17.9",10.6666666666667,"5,15,12"
13254,44131,"Social",1.1,"F",12,14,14,"C","C","C",14,"C","33779,34072,34006,34110",33.25,"33779,34072,34006,34110","13,50,50,20",17,"13,20,25,10"
13254,44072,"Social",1.1,"F",20,10,10,"C","B","B",14,"C","34131,34087",7,"33828,34131,34087,34056","2,12",9.5,"5,14"
13254,43779,"Social",1.1,"F",13,13,16,"C","C","C",14,"C","33835,34160,34131,34243",23,"33835,34160,34131,34243","12,50,20,10",16.25,"14,16,15,20"
13254,44080,"Social",1.1,"F",15,25,NA,"C","C",NA,14,"C","34108,34246,34236,34228",24.5,"34108,34246,34236,34228","20,25,3,50",16.6666666666667,"15,NA,20,15"
13254,43832,"Social",1.1,"F",15,25,25,"C","C","C",14,"C","33833,34021,34111",33,"33833,33828,34021,34111","16,NA,50",26,"18,20,40"
13254,44225,"Social",1.1,"F",45,15,14.5,"C","B","B",14,"C","34103,34108,34008,34247",14.75,"34103,34108,34008,34247","20,12,15,12",14.3333333333333,"15,12,16,NA"
13254,44232,"Social",1.1,"F",8,13.3,12,"B","C","C",14,"C","33837,34103,33921",13.3,"33837,34103,33978,33921","12,10,17.9",12,"12,NA,12"
13254,44107,"Social",1.1,"F",1,12,12,"C","C","C",14,"C","33838,33837,33835",20.9666666666667,"33838,33837,33835,33828","20,25,17.9",15.6666666666667,"15,20,12"
13254,44110,"Social",1.1,"F",50,20,15,"C","C","C",14,"C","34131,34130,33921,34228",15.6666666666667,"34131,34130,33921,34228","NA,25,12,10",12,"10,NA,14,NA"
13254,43838,"Social",1.1,"F",25,20,18,"B","B","B",14,"C","34160,34107,34134",18.6666666666667,"34160,34107,34134,33943","1,5,50",16,"12,20,16"
13254,44239,"Social",1.1,"F",40,30,25,"B","B","B",14,"C","33835,34104,34237",30.3333333333333,"33835,33828,34104,34237","57,14,20",29,"56,16,15"
13254,44247,"Social",1.1,"F",15,16,12,"C","A","C",14,"C","33837,34087,34225",21.6333333333333,"33837,34087,33978,34225","2,45,17.9",10.6666666666667,"5,15,12"
13254,44146,"Social",1.1,"F",14,0,0,"C","B","B",14,"C","33833,33821",NA,"33833,33821,34056,33978","NA,NA",16.5,"13,20"
13254,44104,"Social",1.1,"F",57,56,56,"A","A","A",14,"C","34006,34008,34243,34239",28,"34006,34008,34243,34239","40,10,50,12",25,"30,20,25,NA"
13254,44160,"Social",1.1,"F",50,16,NA,"A","C",NA,14,"C","33838,33833,33779,33921",16,"33838,33833,33779,33921","13,NA,10,25",17.6666666666667,"13,20,NA,20"
13254,44228,"Social",1.1,"F",25,NA,NA,"C",NA,NA,14,"C","33821,34080,34110",32.5,"33821,34080,34110,33943","NA,15,50",19.3333333333333,"13,25,20"
13254,44103,"Social",1.1,"F",12,12,12,"C","C","C",14,"C","34008,34236,34232,34225",17,"34008,34236,34232,34225","45,8,3,12",16.1,"15,13.3,20,NA"
13254,44134,"Social",1.1,"F",5,20,20,"C","B","C",14,"C","33838,34021,34130,34071",26.6666666666667,"33838,34021,34130,34071","NA,50,25,5",20,"10,40,20,10"
13254,44237,"Social",1.1,"F",14,16,16,"C","A","C",14,"C","33835,34071,34239",21.6666666666667,"33835,34071,33943,34239","20,40,5",18.3333333333333,"15,30,10"
13254,44236,"Social",1.1,"F",3,20,3,"B","B","B",14,"C","34103,34080,34246",25.6666666666667,"34103,34080,33943,34246","12,15,50",17.3333333333333,"12,25,15"
13254,43921,"Social",1.1,"F",10,NA,NA,"C",NA,NA,14,"C","34160,34111,34110,34232",31,"34160,34111,34110,34232","8,50,16,50",16.825,"13.3,20,18,16"
13325,46811,"Social",1.4,"M",20,50,35,"C","C","C",16,"D","36613,36762,36760",51,"36613,36778,36762,36760","60,75,18",32.5,"25,NA,40"
13325,46768,"Social",1.4,"M",80,60,40,"D","D","D",16,"D","36823,36786,36777,36751",48,"36823,36786,36777,36751","72,25,20,75",39.25,"38,40,50,29"
13325,46816,"Social",1.4,"M",40,65,65,"D","D","D",16,"D","36818,36613,36606",61.6666666666667,"36818,36615,36613,36606","50,60,75",37.5,"50,25,NA"
13325,46809,"Social",1.4,"M",NA,40,40,NA,"D","D",16,"D","36759,36757,36751",35.6666666666667,"36778,36759,36757,36751","72,15,20",35,"38,45,22"
13325,46284,"Social",1.4,"M",100,100,100,"A","A","A",16,"D","36798,36797,36793,36584",70,"36798,36797,36793,36584","75,45,80,80",64,"NA,62,75,55"
13325,46762,"Social",1.4,"M",75,NA,NA,"C",NA,NA,16,"D","36818,36811,36798,36786",48.75,"36818,36811,36798,36786","20,20,75,80",51.6666666666667,"50,50,NA,55"
13325,46759,"Social",1.4,"M",20,22,NA,"D","D",NA,16,"D","36809,36807,36774,36763",26.6666666666667,"36809,36807,36774,36763","40,35,5,NA",36.25,"25,55,25,40"
